48.2142195571	39.764525881
36.5109614562	29.8113288358
45.9623931209	33.3846558351
40.4550203122	2.2936684079
42.6655415678	24.0208024625
33.3799348911	34.4215046382
12.315997039	10.3272837587
46.0791732185	18.250660901
14.6443690173	22.487049643
39.3507315544	48.6568333814
39.381044358	39.6990487352
11.6854715394	44.5698507596
30.4331304738	25.6981768645
34.1813846026	9.1431888985
11.3714774372	32.9234945122
35.3541721357	49.4628951186
49.3323254865	35.072546103
30.4625944933	40.7232869184
35.6813372346	47.5901118247
23.4923259821	41.6810090886
23.1358714867	38.655709452
6.508789747	3.9440678898
7.7307758853	33.8090759702
1.3881516876	10.3560585296
8.3635022165	18.4104169719
16.4717564359	41.9455095893
8.4726948524	23.0568824802
49.477141723	8.7378235999
5.8445118601	20.1315033948
5.2133447723	14.2359290505
31.3789661042	18.5224097455
4.0587314172	9.8960292991
41.7243062286	44.0472578863
27.3413592484	1.9070655806
44.5137517527	12.1896977071
34.3898477964	18.0680603487
10.7212941395	36.3285702188
6.8297487916	22.5169814657
30.4690210382	36.318721273
25.3656631801	8.8156198617
46.1804803461	21.1738148471
19.8500653962	26.0177700082
37.0511347195	3.3854706213
26.6136108199	46.8719917117
4.0314499987	35.1609589066
48.4226121567	36.3089651568
11.9677829556	46.3348868303
3.3637755085	20.2335050097
28.88520665	27.0322520752
47.6491201902	43.924998655
26.8561014906	11.9145141216
2.0210781367	15.6879615271
4.1579099372	47.8690665448
34.5868773991	45.7235900918
3.4092298476	26.0440200567
12.5214121537	16.27948354
1.0586338351	37.6690996811
11.8819247	49.1009025369
11.9985538768	25.0173071399
6.9031456951	7.8006030992
17.0952694723	13.3368315874
43.3775200043	43.5397168854
10.9618771356	17.6966323983
8.8195757242	7.3840894736
20.7188792527	45.446782466
5.4756288882	29.8863301054
43.2094235206	25.4521498457
31.4401733922	31.7753526848
12.3053776799	2.4033115711
23.6784445588	11.7708711186
6.8058365723	40.5909725698
8.485858026	23.5771264182
43.5285099549	37.7886411268
43.8569712918	43.9764431911
35.0994688459	20.4491181299
47.5599599769	22.9496000335
42.2795834485	30.2854083478
47.0672518015	16.7840049602
0.9237354854	43.1831050664
21.1647901218	7.317660423
44.7163719917	10.7090036385
27.779836976	5.097619188
23.1858682586	23.0056219501
48.8742819289	8.5780701833
12.3667143751	0.8212092798
26.5950981062	49.0496420069
11.3956940826	24.8575537233
13.4253482334	38.4903089609
38.4770228062	48.1505445438
23.3942479594	49.8748608865
20.3284939285	46.2909120601
5.5722923018	11.4873761311
16.7717679637	43.4145777719
31.2903710641	13.9875444584
14.391868026	18.871465628
37.4906472163	38.8613602612
36.7659999523	43.8738745637
